,review,sentiment
3299,good ditambahin sunam panas tanah longsor daerah geter jga gpp dering jga gpp nyata kena waspada,Positive
3300,kpn,Positive
3301,si pake dlam bentuk nada tinggkatkan,Positive
3302,baiksoalnya posisi tanggerang selatan deteksi jakarta pusat pakai bawa accu water tanggerang selatanmohon,Positive
3303,log in ktp dmn nnti memberitaukan realtime darurat bot sms lapor knp keterlamatan,Negative
3304,percaya akurasi,Positive
3305,kab subang cuman subangkabkuningan,Negative
3306,temu setting high accuracy gagal temu tlg,Negative
3307,bgus jdi sya bsa thu dmn buruk,Positive
3308,aneh warning plis goblok,Positive
3309,ngeluarin ngacho emang kaya maknya blajar deh yaaa,Positive
3310,puas hatiaplikasinya,Positive
3311,netijen deh prediksi iya maha kuasa allah bilang kun yaaa terjadiii,Positive
3312,donlod keliatanya gin nih sangka paan gajelas,Positive
3313,coba atur karna jabodetabek menggangu tinggal jabodetabek emang jabodetabek doang,Negative
3314,mudahmudahan manfaat maslahat wawas,Positive
3315,up date,Positive
3316,otomatis panas petir,Positive
3317,trima,Positive
3318,sayang lambat,Negative
3319,hubung,Positive
3320,maaf peta tidk zoom lombok utara jarang lapor,Positive
3321,suka notifnya overall oke,Positive
3322,gagal,Negative
3323,suka eror loading keluarin buka gitu gagal muat,Positive
3324,khusus daerah pilih dki event dki tq,Positive
3325,manfaat,Positive
3326,mantapdan lanjut kerja initerima,Positive
3327,fungsi rugi,Negative
3328,lambat mitigasi andal rujuk konyol,Negative
3329,informaisnya,Negative
3330,suka bgt sm cmn bbrp lelet bgt gw cek tpi koq ngk trjdi,Negative
3331,nee jdi mantap,Positive
3332,akuratapalagi mengecewakanlokasi,Negative
3333,jabodetabek kliktap,Negative
3334,perhati usul khusus lokal sulawesi utara minahasa tenggara ratah ramal isi huruf sakit mata baca,Positive
3335,manfaat hindar isu isu palsu,Positive
3336,bgus semenjak palu gue,Positive
3337,meleset ilmu nih kerja,Negative
3338,gagal status bar android mamuju tgl am pusat kritik bangun,Negative
3339,deh menegatahi tinya ink orng,Positive
3340,cpt dpt impo,Positive
3341,apa keren,Positive
3342,bunyialarm,Positive
3343,bilang upgrade gw mah tuh trjadi skala sr pringatan komplit good,Positive
3344,selamat aamiin,Positive
3345,nyala jakarta depok kalimantan lainlain bogor payah,Negative
3346,lambat pusat trus klw pake wifi nda bisabisax pake celulertp puas sihawal pake inihanya selang brpa mnt sdh liatpusat gempax skrg lambattau inibaru kota sypalu,Positive
3347,manfaat antisipasi musibah,Positive
3348,suka jengkel ni diapp ttp tari jakarta pusat padahal situ upgrade,Positive
3349,manfaat warga kena,Positive
3350,otomatis bagus yaa,Positive
3351,suka dg krn apdate dg tp knp tinggak padang tp jakarta donk,Positive
3352,email ad tanggapandikasih ulas kmren jg ad tnggapanbuka tmpt tinggal dsni deras mlah bmkgnya berawangaje bgttso gw dlte ajbikin betebknnya gw mw jelekn cma real guys,Negative
3353,coba kena badai info mayoritas pilih no no pilpress,Positive
3354,depan nusa bangsa amin,Positive
3355,puas lapor,Positive
3356,good manfaat,Positive
3357,unduh makax blom,Positive
3358,tambahin,Positive
3359,masak iya suruh otak fungsi contoh lu tabrak lu lu tabrak komen otak upgrade smart,Positive
3360,bagustp syg gagal temu msk cm jakata pusat,Positive
3361,coba moga ja manfaat,Positive
3362,komennya negatif mending periksa jiwa kaget gempabila ruqiah lupa minum obat xsehari makan,Positive
3363,paham dekarang lumayan paham si,Positive
3364,infotlrmasinya butuh,Positive
3365,ad dering ad terjaji,Positive
3366,tarik mudah akses,Positive
3367,salah palu donggala korban jiwa ragu ragu tanda nyala buoy nyala terjang pray for palu and donggala,Positive
3368,wajib fenomena,Positive
3369,makhluk hidup bikin trus detik detik kabar via please dech banget adminprogramer input kait btw lengkap pakai alat seismometer pakai ni untuk cerdas sabar pintar syukur pembuatpengembangadmin infobmkg,Positive
3370,nottifikasih googgle map,Positive
3371,trimksi sngt,Positive
3372,manfaat,Positive
3373,keren maju indo,Positive
3374,desain kur lambat,Negative
3375,gin kemarin pake reccomended dr temen ane rencana pergi pepatah sedia payung gin cegah rating pngn menang rating sip makasih goblokers goblokersofficial goblokersid,Positive
3376,suka,Positive
3377,posisi lengkap milik,Positive
3378,lgi kerja aplnya,Positive
3379,suka telat ngasi lumayan manfaat,Positive
3380,sihh ko yaa gimana dehh aktif,Positive
3381,peta jelek bs zoom,Negative
3382,mantap waspada,Positive
3383,kualitas udara botabek yak minimal bekas deh industri,Positive
3384,bangus bgt nyeseltapi nyaterimakasih,Positive
3385,udh jabodetabek tp bkn pulau jawa bkn jakarta bkn jabodetabek,Positive
3386,plis deh indo bloon bgt lu kya gtu kya gni lu screenshot trus share socmed lu bilang lu lu lg tidur heran,Positive
3387,map iklim,Positive
3388,tulis gagal,Negative
3389,gubris jakarta pusat medan de,Positive
3390,lansung hpnya dering sr,Positive
3391,butuh maos buka,Positive
3392,notifikasi ganggu mati,Negative
3393,alas gw tuju laku program euthanasia ngurangin populasi goblok notifikasialarm woi akmj prediksi ajar ajar geografi smp akmj,Positive
3394,lagu,Positive
3395,temu bingung,Negative
3396,apaa apan plikasinyabta repon sekian kunjung,Negative
3397,smua nama manusia,Positive
3398,gagal temu aktif maps eror baharu,Positive
3399,upload youtuber subs manfaat ttg coba,Positive
3400,manual,Positive
3401,alngkah lbih lagikasih sirine bencanaatw notivnya kaya iklan gtu layar penuh bener urgen,Positive
3402,jabodetbek kn serangbanten,Positive
3403,lebi lebi up date kempa posisi,Positive
3404,emergency tiap rubah,Positive
3405,mantap,Positive
3406,aplikas,Positive
3407,nyata goblok prediksi,Positive
3408,aktifitas gempacuaca tekini,Positive
3409,trims,Positive
3410,baharu lbh,Positive
3411,dikit gambar,Positive
3412,prediksi negeri kek kek gausah protes mulu mulia netijen nonton tuh natgeo tiktok mulu,Positive
3413,bego ato emang khusus jkt doang emang dingghap butuh masak lombok tetpantau trus temu lombok kliatan map,Negative
3414,error,Negative
3415,tlg ato,Positive
3416,suka apps,Positive
3417,protes keras mudah nilai kekuranganya kasih,Positive
3418,sobat missqueen ku beli benda besi bentuk tabung angin guncang paku tembok rumah tanda,Positive
3419,manfaat cangih aplikasiaplikas,Positive
3420,cuman lambat,Positive
3421,nih baca baca gagal pang dibaikin,Negative
3422,sgt bagusjd tw gimn sbnrxjg sllu waspada siaga,Positive
3423,mantap tunjuk valid,Positive
3424,laku up date kontinu,Positive
3425,iya arti,Positive
3426,temen gua dianyer suruh pulang takut mati,Positive
3427,utama layar,Positive
3428,gagal kahhhh,Negative
3429,kayak teknologi jepangkayak semua smartphone gitu,Positive
3430,ttg,Positive
3431,indonesia,Positive
3432,mencobah mampahat,Positive
3433,tpi kejadiannyakhususnya cocok dgn pd smartphone karna pd notifikasi lambat,Positive
3434,ingat utama benarbenar fungsi maju semangat,Positive
3435,apl cuacagempa lai,Positive
3436,bermamfaat,Positive
3437,pertama tpi jdi,Negative
3438,jenis kayak gin,Positive
3439,agus pakai bmkgsepertibunyi tanda gempatp engk,Positive
3440,iformasi,Positive
3441,mengupdate,Positive
3442,sempurna beranda jakarta alert ganggu kantor,Positive
3443,gara gara instal daun develop jaga kualitas user,Positive
3444,gue mhon sma kasi lgi ad gmpaskrng rawan gempadimana ad gempatahun udh mnjadi,Positive
3445,atw,Positive
3446,install lombok palu suka uninstall ribet,Positive
3447,operator seluler pesan broadcast tanggap situasi,Positive
3448,suka muat,Positive
3449,puas apl jd,Positive
3450,suka,Positive
3451,puas,Positive
3452,tuk gempatsunami darurat offline maksud ush pake paket jg cpt,Positive
3453,stasiun ionosfer tec negara sadar mitigasi,Positive
3454,karna murah gratis gampang,Positive
3455,senang karna kekeuatan,Positive
3456,baca nada dering,Positive
3457,akhirakhir goyang ulah laku reda,Negative
3458,alangkah kl anda,Positive
3459,khusus potensi notifikasi donk alaram,Positive
3460,wes apiksaran lainsemoga iklan ganggu,Positive
3461,sebaiknyaapk isi mengetauhi bumisehingga senang,Positive
3462,notofikasinya fungsi pda vivo sifat keras,Negative
3463,dkembangkan lg,Positive
3464,coba beda,Positive
3465,tp,Positive
3466,in,Positive
3467,opsi gempatsunami waspada,Positive
3468,bingung ngomong klw gempatapi hapeku kokpas jatim motif,Positive
3469,coba alarm trs lagu hime hime,Positive
3470,diupdate lgsg error baik,Negative
3471,senang,Positive
3472,krn brp lot,Positive
3473,koq beda dgn rubah gimana aktik gimana,Positive
3474,nulis request nada kasih nada manfaat palingpaling adu screenshoot diupload disebarluaskan medsos bilang bener ngga,Positive
3475,berterimah kpd kejadiankejadian peristiwa negara cinta,Positive
3476,durasi trmksh,Positive
3477,kecildalam bahasa jawa lindu dering,Positive
3478,sukses,Positive
3479,add tanda,Positive
3480,tlg lampir,Positive
3481,user indikasi,Positive
3482,kasi tanda bertamba,Positive
3483,bel,Positive
3484,cucaca satu jam hihi,Positive
3485,sngat tpi tlong iya ad,Positive
3486,puas puas kasih nada dering mana dering tinggal tuntas puas,Positive
3487,minggu ku buka baru samsung,Positive
3488,mudah alat super canggih klau gempasunami,Positive
3489,prediksi bro nulis suruh dg plis dah tolol gempat utama potensi sukses,Positive
3490,up to date tahan terusjempollll,Positive
3491,tambahin,Positive
3492,makas,Positive
3493,filter notifikasi pilih cenderung abai,Positive
3494,detail,Positive
3495,tolong kasih klau,Positive
3496,darurat,Positive
3497,sempurna kaca palu hukum dengar sekitar,Positive
3498,kejadiansangat,Positive
3499,stiap gmn bs didownload,Positive
3500,sudh baiktapu alangkah nada area insya alloh,Positive
3501,settingnya kirim sinyal hape kyak gin mending,Positive
3502,sistem handphone keras,Positive
3503,alangkah real,Positive
3504,saat jaga saat tidur,Positive
3505,bnget sayang dering tanda,Positive
3506,aktual,Positive
3507,oke mgkin oke manfaat,Positive
3508,dengar prah palu lombok was was selanjtnya sirine trkadang,Positive
3509,alarm,Negative
3510,gempasunami,Positive
3511,lebuh tingkat kasi tanda,Positive
3512,suka situbondo malam sya dapet makasih,Positive
3513,install garagara lindugempa surabaya tgl oktober kamis keluarga asa rumah getar allah lindung negara amin,Positive
3514,tuju nambahin nada alarmsejenisnya sblom tanda pda selmt dri,Positive
3515,komen kudu lu mintak kembangin kait perangkat fungsi kayak seismometer iya ngandelin doang lo nak getar kendara kiri jgak,Positive
3516,lengkap mantap,Positive
3517,bos,Positive
3518,tanda fenomena korea contoh antisipasi,Positive
3519,lahtapi suka loading lamagagal muat notifikasi gempasitubondojatim,Positive
3520,dg auto,Positive
3521,situbondo makasih cpet bgt alangkah kyk nada keras,Positive
3522,klok sigap dlam antisipasi terjdi detail,Positive
3523,rugi deh,Positive
3524,kasih sirine otomatis oleh,Positive
3525,bermamfaat,Positive
3526,demakin jelek suka parah,Negative
3527,ucpan dr komenalangkah bagusx kjadian ato,Positive
3528,apknya,Positive
3529,muat,Positive
3530,sbg waspada,Positive
3531,nama tpi semenjak lombok pasang manfaat tpi paket beritaukan pasang pulsa beritaukan sms potensi sunam lain tuju,Positive
3532,alangkah klau apalikasi tanda klau lgi,Positive
3533,telat menympaikn kabar,Positive
3534,bngt sanggat bngt dpt infformasi,Positive
3535,simple mudah,Positive
3536,lengkap dgn,Positive
3537,sempurna jk lengkap dg nada warning jk terjd mmi ekstrim lebat serta petir angin kencang,Positive
3538,ny,Negative
3539,appnya,Positive
3540,valid,Positive
3541,manfaat dgn adax,Positive
3542,sekalimantapmungkin tanda getar,Positive
3543,ska bnget dpt makassar tinggal makassar,Positive
3544,manfaat,Positive
3545,alangkah,Positive
3546,lengkap peta sesar,Positive
3547,terupdate,Positive
3548,pelayananya ter,Positive
3549,mantap dah palu cari deh,Positive
3550,manfaat,Positive
3551,kait,Positive
3552,harga harap waspada mudah selamat amiin,Positive
3553,ubah,Positive
3554,manfaat ajar,Positive
3555,apl,Positive
3556,manfaat,Positive
3557,manfaat,Positive
3558,bermanfaaat,Positive
3559,siaga notifikasi berjamjam gempanyamohon applikasinya manfaat sekitar,Negative
3560,dg,Positive
3561,mantap,Positive
3562,akurat,Positive
3563,magnitudo malam,Positive
3564,iformasi,Positive
3565,suruh turun emak kepala palu ralat rumah hancur stop ombak bilang meter rumah tenggelam emg rmh meter asu,Negative
3566,henti sndri bs si,Positive
3567,senang,Positive
3568,bgt maju,Positive
3569,sekitar,Positive
3570,depan,Positive
3571,tidak terupdate,Positive
3572,tlong deteksi lbih otomatis,Positive
3573,karna,Positive
3574,blm tinggal sulawesi selatan jakarta tinkakkan lgi,Positive
3575,semenjak instal inisaya tidur tenangtiap gempaternyata hariapalagi malam jumat,Positive
3576,lengkap provinsi kabupaten desaapalah nama,Positive
3577,terupdate buruk,Positive
3578,lapor klw alarmx beda,Positive
3579,informasix cmn waktux pemberitahuannya sering telat klw bsa fenomena sja terja kt antisipasi,Positive
3580,suka,Positive
3581,tambahin please,Positive
3582,dlm,Positive
3583,maju,Positive
3584,lumayan,Positive
3585,letus gunung,Positive
3586,trima,Positive
3587,lengkap google map,Positive
3588,sampe telat impo masarakat iyaaaa,Positive
3589,pribadi dngan canggih luas batas puas takut slalu waswas terimakih siar,Positive
3590,notifikasi filter donk,Positive
3591,batu,Positive
3592,coba applikasi tetep aktif online,Positive
3593,keren valid,Positive
3594,nyata laku aplikasinyakasihan warga,Positive
3595,standar cabut hitung palu,Positive
3596,bangetpokoknya nyesel percaya deh,Positive
3597,alrm sms sekira ingin laku sekitar hampir,Positive
3598,akurasi mutakhir,Positive
3599,sistem blm jakartasya malu fayah,Negative
3600,manfaat,Positive
3601,maju bangsa harap,Positive
3602,info,Positive
3603,tera diapk samarinda apknya mataram gimana tuh,Negative
3604,manfaat dah media early warning alert,Negative
3605,butuh putar guna sumber,Positive
3606,enak dipakenyaa susah soala,Positive
3607,jdi daera mna,Positive
3608,uptodate sajalebih kerjasama provider kirim sms cepataduh maap bingung kalimat,Positive
3609,mantap tinggal notifnya perbaikin ekstrem,Positive
3610,banyumas adain hehhe kirim,Positive
3611,darurat bentuk popup,Positive
3612,sip animasi greget,Positive
3613,lengkap real negeri dasar provinsi pilih,Positive
3614,batu,Positive
3615,harap selaalu sunam tenang bnyk isu blm harap ttp dinfo kuat susul yv hususny landa palu,Positive
3616,mantap manfaat,Positive
3617,invo shg manfaat jg terdampa,Positive
3618,dmna adax ganggu utama,Positive
3619,mengatahui,Positive
3620,suka cuman kendala,Positive
3621,keren indonesia,Positive
3622,baiksy taw saudara indonesia,Positive
3623,harap program gempatsunami alaram,Positive
3624,lgsg sigap,Positive
3625,melulu up to date,Negative
3626,status gunung rapi,Positive
3627,terussemoga,Positive
3628,siippp terudate and percaya,Positive
3629,sya harap kirim sr oke,Positive
3630,nasional internasional,Positive
3631,gunung,Positive
3632,iklim sederhana mudaj erti awam dapet ilmu,Positive
3633,aplikasinyasudah,Positive
3634,alangkah tanda pesan lg aplikasix kedepanx,Positive
3635,lengkap mau lengkap senang,Positive
3636,mendownload bencanamusibah antisipasi,Positive
3637,mantal,Positive
3638,kasih getar apa radius dampak lokasi,Positive
3639,baikx jarak si dampak efek,Positive
3640,kasi,Positive
3641,suka percaya,Positive
3642,ah kendari tp sdh blm dimanakeburu tanah broo hadeeeh,Negative
3643,lelet sempur,Positive
3644,mncegah,Positive
3645,lumayan nelayan maritim yng samudra hindia selatan jabar,Positive
3646,iklan,Positive
3647,sebar,Positive
3648,in aktivitas,Positive
3649,terinstal mengluarkan suarabunyi perngatan dering smstlp tinggal standar volume nusantara tersbut manfaat trsbut,Positive
3650,keren updatetan lg mimin udh tp blm tq,Positive
3651,dgn tehnologi,Positive
3652,lapor aplikasix,Positive
3653,mantap apknya lur rugi klau,Positive
3654,karna golong senang sebar hoax,Positive
3655,daerah,Positive
3656,up date air,Positive
3657,timing takut udh keburu,Positive
3658,beranda jkt,Negative
3659,makasih kabar tpi cek lambat,Positive
3660,suka memvantu nendapatkan,Positive
3661,lumayan tp trus fenomena sj trjadi bs antisipasi,Positive
3662,manfaat,Positive
3663,kualitas,Positive
3664,fulkanologigempa,Positive
3665,gempacuacadan,Positive
3666,tingkat,Positive
3667,smoga brmanfaat,Positive
3668,thanks to bernanfaat,Positive
3669,mantap,Positive
3670,oke cari,Positive
3671,lbh,Positive
3672,zy suka dngn apl suka,Positive
3673,temu,Positive
3674,mudah mudah membantumengetahui good job,Positive
3675,mantapbisa,Positive
3676,senang jd sunam,Positive
3677,manfaat,Positive
3678,nyebelin,Negative
3679,takut,Positive
3680,dsn,Positive
3681,manfaat utama,Positive
3682,mantap dpt dg manfaat,Positive
3683,jeda,Positive
3684,bekerjasama menkominfo longsor badai skala via sms sperti negara contoh teman kiah jepng ancam temen dpat sms siaga manfaat,Positive
3685,msh binggung aktif alarm jd gampang klau pindah pusat gempahnya,Positive
3686,lengkap lambat,Positive
3687,cimahi kabupaten kuning,Positive
3688,utama jasa angkut mengupdate maritim makasih  kasi,Positive
3689,sekalitrm,Positive
3690,mantap terupdate,Positive
3691,hrs luas,Positive
3692,petir saljumantap,Positive
3693,ckup bmnfaat kt smua kreatif,Positive
3694,kirim sms ponsel,Positive
3695,mantap lapor suka tlat,Positive
3696,dgn mengupload bnyk,Positive
3697,puas lg lambat login,Positive
3698,ngeluh bro nama manusia bro jd smpurna so nikmatin,Positive
3699,puas pemberitahuannya,Positive
3700,aktual posting,Positive
3701,akurasi,Positive
3702,ri,Positive
3703,dr game,Positive
3704,mantap,Positive
3705,posisi energi,Positive
3706,depan thx,Positive
3707,mantap jiwa henti onani rajin sholat,Positive
3708,mantaput rangkai peristiwa dlm cakup bmkginfo,Positive
3709,dlm informasi,Positive
3710,batu,Positive
3711,kegunungapian,Positive
3712,selamat rekomendasi kenal,Positive
3713,terimah bmkgkedepannya pesan suarabila,Positive
3714,info notifikais kait,Positive
3715,fasilitas,Positive
3716,cemas akibat banyak hoax edar ttg utama sulawesi,Positive
3717,butuh,Positive
3718,bahaya,Positive
3719,gunung letus tanah longsor banjir lambat,Positive
3720,manfaat,Positive
3721,oke manfaat utuk edukasi,Positive
3722,senoga,Positive
3723,periksa knapa,Positive
3724,khusus,Positive
3725,telat tauanya,Positive
3726,skedar satelitnx lgi zoom,Positive
3727,krusial nada getar hirau arah panik langkah mesti laku takut picu panik masal ujung makan korban uji coba purapura rencana rapat aktif liat reaksi gimana lupa usul,Positive
3728,bermamfaat pusat tanggung,Positive
3729,membantuharap ulang ulang,Positive
3730,alangkag bgusny cm fokus sm kabupaten kotabaik desa jg,Positive
3731,yaa,Positive
3732,antero negri,Positive
3733,mantaf,Positive
3734,notifikasi fungsi,Positive
3735,manfaat terupdate,Positive
3736,manfaat info potensi,Positive
3737,laporanx jgn trlalu lamaantra kjadian dgn infox kdng beda smpe jm,Positive
3738,fungsi desain,Positive
3739,utama,Positive
3740,gunung api letus,Positive
3741,tinggal rawan manfaat,Positive
3742,utama impormasi,Positive
3743,jgn lambat,Positive
3744,kerja,Positive
3745,revisi libat ahli bidang,Negative
3746,musibah,Positive
3747,lg sunam,Positive
3748,tambahin,Positive
3749,manfaat waspada,Positive
3750,selallu fungsi,Negative
3751,smoga smakin lapor skitar,Positive
3752,mmbantu dg,Negative
3753,mantap,Positive
3754,bermanpaat sya,Positive
3755,kokcuma kasih laku giat evakuasi mungkinterima bmkgdan sukses,Positive
3756,nyata nyesel rela hapus manfaat emang iya,Positive
3757,memberitahu mengiformasikan tetang,Positive
3758,pie to yo mbok mosok,Negative
3759,ditambahkn kabupaten,Positive
3760,alarmsirine,Positive
3761,pagi sore saua lgi aplilasinya lgi gimna donk solusi lgi tinggal sulawesi jdi rawan gempaa,Negative
3762,lambat informasixpadahal butuh,Positive
3763,krn tinggal sya rawan sulawesi,Positive
3764,mengtahui sarana waspada,Positive
3765,manfaat iklim upaya cegah waspada milik menu khusus gunung api,Positive
3766,wajib unduh smartphone,Positive
3767,sangattt manfaat,Positive
3768,terimakasi milik,Positive
3769,kualitas pakai,Positive
3770,sayangmasih gempaperistiwa lambat nyakarena,Positive
3771,lupa usaha ios android rendah,Positive
3772,tpi knapa eror maps,Positive
3773,utama,Positive
3774,terabdet hoax,Positive
3775,via nada khusus,Positive
3776,gunung api gunung anak krakatau mantau status gunung api tinggal pesisir pantai anyer,Positive
3777,support karya bangsa bangsa,Positive
3778,makasih,Positive
3779,mantap rawan,Positive
3780,bgs krn palu donggala,Positive
3781,batu cermat,Positive
3782,manfaat jaga jaga,Positive
3783,coba google map,Positive
3784,harapapp bs dlm ntah tsunamigempa lainnyacontohnya bumisemoga guncang alami kena bs brp sr nichkarna bs jd pedoman depan brp sr guncang dr bumicuaca buruktsunami,Positive
3785,iklan hilang,Positive
3786,manfaat keaadan sekitar,Positive
3787,penuh,Positive
3788,kasih,Positive
3789,akurasi,Positive
3790,lambaat,Negative
3791,puas memberikn begt,Negative
3792,gitu,Positive
3793,stuck logo,Positive
3794,uplikasi,Positive
3795,menbantu,Positive
3796,gagal temu reinstal hapus jg gagal,Negative
3797,alhamdulillah bs dsediakan mw,Positive
3798,dering sr,Positive
3799,lengkap thanks sulawesi rawan,Positive
3800,nnt sya lgi klu aplikasix sya bintangnyatrima,Positive
3801,sulawesi barat akibat sulawesi keluarga tinggal sana,Positive
3802,android jarang nyala ubah,Positive
3803,baik,Positive
3804,akun,Positive
3805,lot wifi ku trs,Negative
3806,membantuaplikasi,Positive
3807,gin nentuin ku tinggal,Negative
3808,membantutingkatkn trus kwalitasnya,Positive
3809,cepat,Positive
3810,fiture,Positive
3811,akhirx nemu jga kayak ginimakasib,Positive
3812,tinggal palu alamjadi pake,Positive
3813,mantap cuman baharu ndk baca faktor jaring yah,Positive
3814,getar cinta klu iya gua instal nih,Positive
3815,wajib gaget appun merek gaget jual,Positive
3816,updatenya,Positive
3817,oktober sulawesi selatan kabupaten sinjai,Positive
3818,teknologi,Positive
3819,bnyk didownload akibat trjadi,Positive
3820,lupa jga mobile jkn sehat,Positive
3821,otomatis,Positive
3822,mkasih klw smcam klw ad nyaring,Positive
3823,anjing bug nda support google maps,Negative
3824,pemberitahuanyabisa tp pemberitahuanya lelet,Negative
3825,butu,Positive
3826,beda wit wita wib wit wita maaf,Positive
3827,sagat manfaat,Positive
3828,benacana,Positive
3829,informatif,Positive
3830,aplikasiy,Positive
3831,database singkron pc windows desktop desktop singkron perangkat dmna alarm area pantai informarsi area,Positive
3832,canggih,Positive
3833,aplukasi,Positive
3834,org bsa,Positive
3835,potensi gempatrims,Positive
3836,coba ntar bintng deh,Positive
3837,dibanyakin iklan barang ganggu,Positive
3838,suka aplikasih in karna,Positive
3839,manfaat,Positive
3840,buku saku beraktifitas seharihari,Positive
3841,tp tambahkn,Positive
3842,mudah memphami,Positive
3843,tanda ngga tlng peran,Positive
3844,na,Positive
3845,iklan iklan hapus,Positive
3846,manfaat lengkap gejala,Positive
3847,batu situasi badai,Positive
3848,terjdi,Positive
3849,suka parno bal,Positive
3850,baharu buka,Positive
3851,gx yaamohon,Negative
3852,manfaat daerah kena,Positive
3853,bngt bngt,Positive
3854,trima,Positive
3855,terimaksih dg dg,Positive
3856,duduk ntb skala richter potensi,Positive
3857,oleh ide cipta,Positive
3858,bencanaangin air,Positive
3859,sya msayrakat,Positive
3860,muat maps,Negative
3861,dlltolong,Positive
3862,situs potensi nyata dmikian sistem,Negative
3863,sampah,Negative
3864,kacau notifikasi sekrng kuota dlu pemberitahuannya bahaya bgini,Negative
3865,kualitas layan,Positive
3866,membantukarena tinggal pesisir,Positive
3867,tambahin kudet,Positive
3868,makasih tunjuk in kmi bsa me ngabar kluarga kmi,Positive
3869,allah sulawesi tv allahu akbar,Positive
3870,milyar modal gimana cepet dapet lambat ganggu,Negative
3871,syukur manfaat,Positive
3872,berpontesi,Positive
3873,nnti ane tambahin,Positive
3874,cuman untuk butuh eks insta story medsos cam,Positive
3875,kualitas udara kalimantan selatan karna api,Positive
3876,lot map,Negative
3877,mantapaplikasi kasihsemoga,Positive
3878,bermanfaatbisa cek hoax,Positive
3879,bagustingkatkan kualitas,Positive
3880,telat mengupdate,Negative
3881,muat kualitas udara,Positive
3882,tinggal rawan lombok ntb doa lombok,Positive
3883,dpat,Positive
3884,keren,Positive
3885,sua no hoax,Positive
